,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
644,OPERATIONAL,"{'location': {'lat': 45.3961586, 'lng': 11.880587}, 'viewport': {'northeast': {'lat': 45.3975531302915, 'lng': 11.8818712802915}, 'southwest': {'lat': 45.3948551697085, 'lng': 11.8791733197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bar Ristorante Aladino,{'open_now': True},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109056198815588151955"">Adriano Cassin</a>'], 'photo_reference': 'ATKogpcQ6ZtWIp3hitLRb5mWJ90y-2NASzOIbiFWD7DmQRbY5DnXMnRm8NMcmq4svy3JHm1Atnu4aBuNNq1E6bijCO5pWk7_w-WxY4JP_gPSWPDqtnyIMb07A8-PTAKyRkRu6KDI7JiMJqQwl0KpPXtgIEpffHAndKOj5K0yM60U6zy8qC6JYRhLiLyJtdPj6_8Q8J7_7dHaqHfDuwv1tV297natj2t5LQx8S_1ZRQIcPt6xsnLcXbP88vTWZUtnkTvwDkagW7rS8LI8yGWsUhilctG5qJ9467BbWHOpWaIRlgZAmDgPP5gWyCjDNPB7rrvEEFcQRYu2ZsdLhZ2tIrLPX9nNZZ5QaCUHFf4Z973mR2cMIKG9LMmzfdmZKQX1FCWAbNFxDbVXqotSrg4c8-Jz6__8ZXYGZtZFCC6SWbkYuJga2vmAd1lEHypsEhW2ZiDnQ211hf-HziQJ_ZHEMyWNODYBUX6rrR_iySzKd968qZnD8DhtD-cqIcJ6b5_USRzYag5ZBiyifyrP73GSqkroqAz2yQ-NrqqflNgv4bG8wQXySHpya2EcjEvq04ZpEvBH-LUDn88KC4Qsd7CQpwYRYCNQK6yQyAZMBWGP5o_gq-15fJ4lrFdS8AtOOScGFBx8CLsrTA', 'width': 2400}]",ChIJcy7o5arbfkcRU3HHqteWr5w,"{'compound_code': '9VWJ+F6 Padua, Province of Padua, Italy', 'global_code': '8FQH9VWJ+F6'}",4.5,ChIJcy7o5arbfkcRU3HHqteWr5w,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",429.0,"Via Giuseppe Ferrari, 1/A, Padova",1.0,
645,OPERATIONAL,"{'location': {'lat': 45.3969785, 'lng': 11.8766025}, 'viewport': {'northeast': {'lat': 45.3984697802915, 'lng': 11.8775458802915}, 'southwest': {'lat': 45.3957718197085, 'lng': 11.8748479197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Exforo,{'open_now': True},"[{'height': 5021, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108287801290071475014"">Exforo</a>'], 'photo_reference': 'ATKogpcglKGW8zPongbSDg31GNtxC8HlIJnEcdSV8QUSA3ZkASfa_quIK9mgJ_hSW-w394KE_cvUV0fzZJPOaHbTPFXvWmbjpqZeo3yRDgRI4j5lWqFmgAzLfEUCINMCJV4_y208X1MOhtGsFQW8yT0zMWlJ2oaOPmqH9NUOg7aY6OPihKSzUSlzkm6wAMiH63gYc0dQxP3NJb2_IMF4P3VqBuWDtzqASI9IEmMzQ3_p9s3TQ6m9M6q-etLx8t8q5OBZFYvus_Kp9rIY9sfZgoRsz1l8tcwCN2xTa0Eo2NWHKr2IMnJykdsV_rVYsH-JPIk1O4zA8P9xBqc', 'width': 7531}]",ChIJpZZBCGXbfkcRSA80biTZAKo,"{'compound_code': '9VWG+QJ Padua, Province of Padua, Italy', 'global_code': '8FQH9VWG+QJ'}",4.2,ChIJpZZBCGXbfkcRSA80biTZAKo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",399.0,"Prato della Valle, 70/a, Padova",,
646,OPERATIONAL,"{'location': {'lat': 45.3967965, 'lng': 11.8770118}, 'viewport': {'northeast': {'lat': 45.3983855302915, 'lng': 11.87785605}, 'southwest': {'lat': 45.3956875697085, 'lng': 11.87499745}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Food Hub,{'open_now': True},"[{'height': 457, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107675854205156550327"">enri co</a>'], 'photo_reference': 'ATKogpcnZIxSr0LSRdGByr0QFYG4X6k2yNGab-wFcLHqp3Q8ISOBAqVk0GucU53g3dLhwbv9tyvzucJxgLCAzWH0nWyi2QFVbYzvXBcUsGVuz3gBt76j24bFvqQLMc1pzcU-e6ajB1joQ2b-p8mAHS6UOsUkCUKw-2MGAQlG_6BjlA1vMZe-P-2uVYz-HuAG5ThOdXGX9mMhR6jypMkyaMlgCtN97Z4b6M55BTzzgFvh-XRdhUanV-6byHLygR9BQjVze8MiypFhgxn3wQU1JrA_YRA15iIMa1b6quHbyvuMiYbB6Www1aOmdy3ciR0mAzU_cR6CiCEpGyPk9wVZ6Vjg3Z9vNVt0S0CFnh5rFB-LIUwkAssBmEu4di5Z-Y-wyYIaeFv6Pkobmn28fxje3pgGAAnGZHfoKRH0CYOZodTwqWPCnkyimrDm4sDR7reqqaaU8ccLIVGgVxHWYhHYS7pJLNqligSL6ago045AyDecapbnZoF90-vju7dY5Hzu2uyevBSnwyp0WPilnIbvVOPt1HrNIHXrwusW9E757ay7ssDLy1wZ-JHi1i-yHiv6eIW62z1L8YyVjNPUdx7VfV7WHODpv0DoyifcTELfdbB00-Xjy8SMaoimo0QCR-cv5czz3nO5Mg', 'width': 871}]",ChIJLym2q2vbfkcRxHnTM1F64oY,"{'compound_code': '9VWG+PR Padua, Province of Padua, Italy', 'global_code': '8FQH9VWG+PR'}",4.5,ChIJLym2q2vbfkcRxHnTM1F64oY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"Prato della Valle, Padova",,
647,OPERATIONAL,"{'location': {'lat': 45.3970654, 'lng': 11.8788257}, 'viewport': {'northeast': {'lat': 45.39838313029149, 'lng': 11.8801770802915}, 'southwest': {'lat': 45.39568516970849, 'lng': 11.8774791197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,L’Angoletto del Prà.,{'open_now': False},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105188009087284672102"">Alessandro Iavicoli</a>'], 'photo_reference': 'ATKogpc38O7VeMEMc6cfru2xGcSRAcXTg6A1MWsXrYeLy-PX8zy93VUKn0bU0VrQyzseYHaOMXaT6uFrlVI6qqaQtaRsih8DY9ZpUuNC4yXM2GAD0EM19T--9AdWQTJshapz7wPsjJwhhNecT0U4B49TfbJkf3CNrY_uwFmtaDoNvukT0gb-QM4jW0VkNGm6Skiqt2KHvFQ6LvesAAbhR3SlquMW3GJFQxjOGpt8AQlUqhKoSTC6CBXBk2dxWVHo245tQvMGtahM5cTWZ1niyPV95pWAWx6tM1ow8YipLE_Den3VTemTkWuP3m29FsMtONzWkddc47Mgpu8qVNDavPWZQI4mQvFUGBFekYU_AypwUf1t_thN_qbgaXQxB0oWZy7Adpe3duoUL52c8VZZV2P9x06bk_bkQLXM1ETMDj8HJqBhNrLMIYORZVISCNaXeKAxkALtXJYf3pzf_fEBP0uxlohSiBshT3fWL_Mcqu0_6UgU5QohKrgyi0skhGOObYVuu_AxT4c3Mypi9oIj5OMOOAxLvXiomn5ywvWOLGmwq_TXioUsNbosYUudmayY8I4INRjPDifFr7UfJ5EZYM_wgGarxBg8WJ4MpMAg8CsSqRUYwYKCLVQLIOKJFwgxUjJ53sga0w', 'width': 1600}]",ChIJKbd2PavbfkcRdQ-6Ud4TxmY,"{'compound_code': '9VWH+RG Padua, Province of Padua, Italy', 'global_code': '8FQH9VWH+RG'}",4.7,ChIJKbd2PavbfkcRdQ-6Ud4TxmY,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",73.0,"PRATO DELLA VALLE 59 ang, Via Cavazzana, Padova",,
648,OPERATIONAL,"{'location': {'lat': 45.397663, 'lng': 11.8744863}, 'viewport': {'northeast': {'lat': 45.3990301302915, 'lng': 11.8757764802915}, 'southwest': {'lat': 45.3963321697085, 'lng': 11.8730785197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Angolo Del Prato,,,ChIJg_FV3KzbfkcRClf48BpD8tk,"{'compound_code': '9VXF+3Q Padua, Province of Padua, Italy', 'global_code': '8FQH9VXF+3Q'}",2.5,ChIJg_FV3KzbfkcRClf48BpD8tk,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"Corso Vittorio Emanuele II, 1, Padova",,
649,OPERATIONAL,"{'location': {'lat': 45.3977189, 'lng': 11.8744689}, 'viewport': {'northeast': {'lat': 45.3990708302915, 'lng': 11.8757807302915}, 'southwest': {'lat': 45.39637286970851, 'lng': 11.8730827697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Zakaria Kebab & Pizzeria,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113740797951759880694"">Filippo Salvia</a>'], 'photo_reference': 'ATKogpeDBtZhjSZV5h52NpOeDIcoKBEd-ASJQdlVmTr1Yduevk7bIXgp5662XwtiJrPOCDpjIK_PMyjxk-AECNtaaWtux9TFYvLO5qO-XRlhZgVYC6Rb9dLtyEugJu8j3_Xvt61JoWkiojVQiD39xRp1nlLq1vJsNx0ro_wqJuPXsUWoBa8lp4LlZ5F06wIqKAxFSTmhv3TdMXdwQ8MKinCzpgC7V1gUaKq8Iqqi99vys4d9Q3TVr7uPbkDALLV5Pst0cG4H4pYlWsYkf252Rj7Fq1rYiCvTvA6seHA2ns5mIQf3K7CRTiO3DUE2mwBalAKQIPUipU0sQMlZvr1Y90AfFokHzwA1NVyYIPnUf3-L0WHM4Ppdjilg49_T6st2GHRmYWgfG-xST9-Rw61o_QCw6g_wXySH1Vuqf-r2EIscthiDcSFRjHKztb_NgfmJCjY1G9mutEGRD1mcAAdBCy9eB7snUvDz2DepYYB_NHzLO5ovHXompOlt67CNA_f2V_2w06Oie8MjT-UQvWrkmh6mGEplhwfUAPMK5pZuUSr4_FVJ-qj1Dt5azEIHcnqUTPHcUPjCnqFE9BoqGtvA5ycHDKOWBO42puvp2MW3PfDIGOfGDJMwZzWQWUpXSn8DSV8StPbpHg', 'width': 1080}]",ChIJu9mkx9vbfkcROEB0zFv3z48,"{'compound_code': '9VXF+3Q Padua, Province of Padua, Italy', 'global_code': '8FQH9VXF+3Q'}",4.3,ChIJu9mkx9vbfkcROEB0zFv3z48,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",264.0,"Corso Vittorio Emanuele II, 1, Padova",1.0,
650,OPERATIONAL,"{'location': {'lat': 45.3981764, 'lng': 11.8744172}, 'viewport': {'northeast': {'lat': 45.3994605802915, 'lng': 11.8758667802915}, 'southwest': {'lat': 45.3967626197085, 'lng': 11.8731688197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Via Cavalier di Victoria Veneto 10,,,ChIJgRb7BQDbfkcR4fhu-Xx5_DY,"{'compound_code': '9VXF+7Q Padua, Province of Padua, Italy', 'global_code': '8FQH9VXF+7Q'}",,ChIJgRb7BQDbfkcR4fhu-Xx5_DY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Prato della Valle, 82, Padova",,
651,OPERATIONAL,"{'location': {'lat': 45.3972926, 'lng': 11.8739714}, 'viewport': {'northeast': {'lat': 45.3986231302915, 'lng': 11.8753802802915}, 'southwest': {'lat': 45.3959251697085, 'lng': 11.8726823197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sl Food Cucina Tipica Sri Lanka,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103036350728368497897"">Bernard Rouch</a>'], 'photo_reference': 'ATKogpfgS2ga-TI8pep9SIYM1NLLEYN10HY9jYiO201bFCBHQcxpCv-OntW7v2PGAUUmwQlqdRcme7qdxIGMfhVvQEnOaMS9aHjzCWHL6lUwwvLd_UsMRgQXb1VOzz37woZvLl9h1B3wm0sxOFFyoWo5E5Io5oIzoJMR8gWqyrxc3UrijV-yVTnQFGpF4lulp20b-lHv0SSUeGqphJle74wJfni8pWVeH2v0eu5mP1hHzkmdgLfn1DbqgJQS7UAJBq5F9LSBJztPWvlj75WdQ4Q7B_zXDpaD19TH8AgPm8LY7t84K1RHAA1mQqtV6cM7CQqM-5glmfsHnoA748tqSAy_CRORoqB8Z1l4DCDViz7r8tTq3xfYhPzJlSZBb69lOvjJd6J0YU-qdM7Xb1ujixufFrUw9u5vif1RNX_kk8SbJOetciF6abd6u7u0tTGIUb5wdUXlOFaxDjndnlixfnKdemBwugozt8wVMMcih0E5MP0YMgrTIQOegYGAWDfiBlu9a1iZXSJ6Dx5JwaoyjFjFwN9z1VFjpmOXtIq_o2jlDoxe9lsOUslgu5LCbXuwp_rJGEMdVXPLKwzhqvvre0KMgeKhfJFaO6LXTwEZBNyE7N7BlcfPQ3L9aRQdNrsa7X0w6-ySqA', 'width': 4608}]",ChIJO9xW4azbfkcRf1txV5-S1dQ,"{'compound_code': '9VWF+WH Padua, Province of Padua, Italy', 'global_code': '8FQH9VWF+WH'}",4.0,ChIJO9xW4azbfkcRf1txV5-S1dQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",78.0,"Corso Vittorio Emanuele II, 28, Padova",,
652,OPERATIONAL,"{'location': {'lat': 45.3967937, 'lng': 11.8799542}, 'viewport': {'northeast': {'lat': 45.39810543029149, 'lng': 11.8813322302915}, 'southwest': {'lat': 45.39540746970849, 'lng': 11.8786342697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Brunch Bar Padova,{'open_now': False},"[{'height': 824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110700233050585857122"">Brunch Bar Padova</a>'], 'photo_reference': 'ATKogpd4tO0VrXS2Um3FffyeN0FXledOImZKoAR4JQTHmBMIDvuxpF9qyafpk2FEJwtvTwj8iIpu4I3UagIk8ukycqAZ0FwOjjAbdq7sPkPW6XUa7fd0239NJ4-mR0SIziW0mX3g-FOe394QgKodCGqjnolfmGjOTv0j4XcgeY8krTpbc90n-rnMzw_SswV0HFCRWRa3BCaJqXLFtKGp8x1FtAzh6Ujb2hyOV2wpnz3wsOx71cHvsS8xVbepSEHibBVRjzm_RhPvtwDSJ-1PT_lOlfPkXNwxv5cy86dhvTXR1Z0uaH6GJzr6gYcTS7AcIkdB6RPM1nXVwd4', 'width': 1256}]",ChIJbXgq4arbfkcRYnT3FsI9cow,"{'compound_code': '9VWH+PX Padua, Province of Padua, Italy', 'global_code': '8FQH9VWH+PX'}",4.4,ChIJbXgq4arbfkcRYnT3FsI9cow,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",58.0,"Via Cavazzana, 33/35, Padova",,
653,OPERATIONAL,"{'location': {'lat': 45.3997277, 'lng': 11.8772908}, 'viewport': {'northeast': {'lat': 45.40103888029149, 'lng': 11.8786666802915}, 'southwest': {'lat': 45.3983409197085, 'lng': 11.8759687197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Morning Cafe' Padova,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102926167210446400013"">Oleksandr Protsenko</a>'], 'photo_reference': 'ATKogpcheauireYvdYUYGj8cY3LgsOWndqanFQWLRqor03jHo95TlmN9J8vg8DFQpxBTl5M00jz3rHYsZN1w0njT3gxAQTSV3F7wWd7QtWYrm7cFgHhNrQ9hYJdvmfzBbqGiB7-UZnTa0RmGgkHE5_Mnviiu9krRuPLHx-kwTvcSVhr--nKOoKoMXHqcJ2EUKsrYvTTNr3V-mueMVPYZKI9l1nWTiUOsazq60jFathYOlsAVz9kUlgeVk_tfd3yxJmDfI2mObd6gjVwDEZB6TBQsY3xF8KJbOWwxVwNC631PEmC1Kkx8opLbRCUSCvZafCn6lIqfP4pfmMRptHQDykHGJgnXuKSEhKK39dqrUyqWkuSJjG8KddHNpsqX_zirfYvkjVkjA0pC96jDLfTDp5F62vHOiZLkYKwmx9Y-h7W3U_srkzVO-xlTsNP2hLm1RMSBG5bCgVCv53aq3EJ9iJ7bGA7qUMCe0qusc9bvsTsxQpBVBys8yHenAkaEz0kKNKwGQYIeSET6MVE_vftIhxV8Z2PFmC_tQHcMMzfJBxAdM8qJ65oZvGt5qlLZS9cMzR6VxVjbbMgyaBvEtvP4EjvKQxyitC3PI6yujcu9fXtBZAmmWO1EiyNt_CvvQR-GbPZBQp2q0w', 'width': 4000}]",ChIJs4MBZ1PafkcRRSBHq3AaiZ4,"{'compound_code': '9VXG+VW Padua, Province of Padua, Italy', 'global_code': '8FQH9VXG+VW'}",3.8,ChIJs4MBZ1PafkcRRSBHq3AaiZ4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",47.0,"Prato della Valle, 23, Padova",,
655,OPERATIONAL,"{'location': {'lat': 45.3967217, 'lng': 11.8802568}, 'viewport': {'northeast': {'lat': 45.3980354802915, 'lng': 11.8815940802915}, 'southwest': {'lat': 45.39533751970851, 'lng': 11.8788961197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ristorante Cappadocia,,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103040476362642633466"">Ristorante Cappadocia</a>'], 'photo_reference': 'ATKogpe77fP2tHYuCAeDowJnLHORkYkTFVYLLMemtLpSMjE0Kb7X861VA5BbgOlLLzXdqOYi7CQPgswPjz17yO87FNeNVYwkucrpeli3klLBS2DtYT28LU8ENvONYKHLaIGp59N7v0Qb0LZdeaxHDmELSjg2tT7vvSJdo85njJYNO-3ZCgnPNli5akdHlRbya16nS9H2Ei4Q_K0VpQO3hrmyG3il0mLOXutA2qrwRgOeVttqtk6eLBhrTlzBhc33EvjGJcT1fFGP38b5mUJgyRF6GZk3eC6mR9K3QubUYwzILK9a-1G8nn9nP5rXP4oA96HwCnZfWDcXwGA', 'width': 1024}]",ChIJ-bkxL9bbfkcR7PifOdtk0Og,"{'compound_code': '9VWJ+M4 Padua, Province of Padua, Italy', 'global_code': '8FQH9VWJ+M4'}",,ChIJ-bkxL9bbfkcR7PifOdtk0Og,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Cavazzana, 43, Padova",,
656,OPERATIONAL,"{'location': {'lat': 45.3999835, 'lng': 11.8768698}, 'viewport': {'northeast': {'lat': 45.4012714802915, 'lng': 11.8781783802915}, 'southwest': {'lat': 45.3985735197085, 'lng': 11.8754804197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Memmo Bistrot,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100606438828612857345"">Memmo Bistrot</a>'], 'photo_reference': 'ATKogpdLiIFvvZWVgm5FFAttDtFmN4ONmB37OtbT5cBG4DY6qG86rYjDJtdynyZynsg3LQYgC93HV_2VvXW-VKu3jsxKjgBwI9WPoXsGsN5LGhpQVKU7xqR0YfpI3_ccOKbrSrU7xgoDYj2D6nNNus88mqcXLqmYvIEInDgbWxtg7NKKjoqrL6JMKIH4dl_8RZFc782e7Y8Of4l_lJtHSPQjN5wK5-WjbrXoUfZjqzIuqqQeLKJyj7cZTslKdjwO1U_lnDb4XDJh7LuBqzmHP6wXN6dUsBX-2Pa1Qg1x-JDgdBrWDkMmwXaceTUzhcRbaoMEUsfdHVdep84', 'width': 1200}]",ChIJZemIlq7bfkcRJkKmr-mzwRM,"{'compound_code': '9VXG+XP Padua, Province of Padua, Italy', 'global_code': '8FQH9VXG+XP'}",4.8,ChIJZemIlq7bfkcRJkKmr-mzwRM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",33.0,"Prato della Valle, 12, Padova",,
663,OPERATIONAL,"{'location': {'lat': 45.396457, 'lng': 11.8807313}, 'viewport': {'northeast': {'lat': 45.39783318029149, 'lng': 11.8821541802915}, 'southwest': {'lat': 45.39513521970849, 'lng': 11.8794562197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizzeria Risto Bar L'OASI DEI SAPORI,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113728989278739185561"">Risto Bar Pizzeria L&#39;OASI DEI SAPORI</a>'], 'photo_reference': 'ATKogpf--AHq70ttGSrZFvGaOxUpuWD704SzIe6sXq-7xgZwctnEIoEAgo-4uFCiuuZoy_ntRzBrhcgXxgl1XU3PEXtPFw-8g8jFDDCQedZHgksFdkHihHye5KL65Zml2bpTdgTOfwr1zYJjBnAFON02ERgF_o3eX5iqTq6Dm605MgWIp4Tuat-1hDAz0sKKWSoByQZEJkrAIdvday_UtXFfLsXulqmin9klR8cBjXAoAW2NF5RIIqaOmpgUTjuRXGlblMVSahFsHiApsmr2NTFdujQ9m2icAHUSp4QoRG0QzEMuPC6Ie1_3RhcI9nV7tZ8cM6jeyV8MFdU', 'width': 2048}]",ChIJIV1XSgDbfkcRh4waz4ZZ7xA,"{'compound_code': '9VWJ+H7 Padua, Province of Padua, Italy', 'global_code': '8FQH9VWJ+H7'}",5.0,ChIJIV1XSgDbfkcRh4waz4ZZ7xA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",142.0,"Via Cavazzana, 14/16, Padova",,
667,OPERATIONAL,"{'location': {'lat': 45.39633349999999, 'lng': 11.881289}, 'viewport': {'northeast': {'lat': 45.39773178029149, 'lng': 11.8824510802915}, 'southwest': {'lat': 45.39503381970849, 'lng': 11.8797531197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizzeria Serius,{'open_now': True},"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106906450276589497088"">Aziz Jweihan</a>'], 'photo_reference': 'ATKogpe9OjemjvsehwX3H0Hwr0XfniRdXBk8c9tKRwhLjyd5jAsb4KLoT92EtE5jduFdJYyQJ1uyCPOohwXAh5iX7KFkIGbt1eb0Mc80lOY4eiz9wmCsbI1MJ6mWETGzRixeZh5pfzXQTGjMiWP-YR6v9_12ndaoKxnxpSM5Cz3FYV3tVK142O6UlbvJpNEB1yFez5PWk5M86SQjnBfP2yjIwt8f97_WRO0QjNxa8gGKCr-Z2uEuqUevEqmBrQTE34n8j0JiTGKWuIZArYueWp26ZnbS4t5Z_oaiZQq0Yazk3fm3M1Dy6QAEc3MeF55DASBmOJEDIzw98v6X-qoz337442xJiTtsRcm6A9FvLAA0znrL0ds-K6upK4jKFDhLg3y0RMJKSdPbZAbsHyMI2QVREMapXfxJ9gwv494y_csWjsqMW-MJQqIn6YbQpx0FCFBRrKL7dTAvPOTtWunVymCQKUUx85mqINauR38xc3H5mRNETtlKwJ6bnNRIGygHl02PHH49OVXLjXI80IMGxzstXDgNJ-1eA9LjD4ibMfGMXkvur3JfQd6ozjUUlvapLzHjuZhBmQQcJFgNsZDdcZ_UCYBvGu_ynyRS5W6QVKrDLiHXIn3LWjljA4JObWDDDuhzN80iyA', 'width': 4624}]",ChIJFZlx5qrbfkcReT3oKYwNbPI,"{'compound_code': '9VWJ+GG Padua, Province of Padua, Italy', 'global_code': '8FQH9VWJ+GG'}",3.3,ChIJFZlx5qrbfkcReT3oKYwNbPI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",15.0,"Via Cavazzana, 24, Padova",,
675,OPERATIONAL,"{'location': {'lat': 45.39525700000001, 'lng': 11.881709}, 'viewport': {'northeast': {'lat': 45.3965750302915, 'lng': 11.8831626802915}, 'southwest': {'lat': 45.3938770697085, 'lng': 11.8804647197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,IFFI kebab & Donner,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103270536353504827818"">IFFI kebab &amp; Donner</a>'], 'photo_reference': 'ATKogpewZRC_3rftTZJUMKPkYdYkprfe2vAkBvqcyGX98a5q-c8Slgt56jV-RwOHe8h5OJViKWzKkVjWPwUUARFMMVwxf_PHHzchtkbHCUh3SRVX7hcnJ2y41-pM6HmHjBu2BZsXVF7ZZO68zUnFBykVjQBCfgusC62TYjlA1acm-uwg-NEJLU_-oQEKpno9pQOpRv1MWC_8Kwran122xInJyfqGqDBdMXiACcRn-EA8eVB0ftaz6hOhXrMQ1LTbwsbITdIm5wm-wQTQ7Up0zskB4kX3AmYFF75YvZP9sfNIb7snVu-dDWMHCh2ToWSdI19476eSMJqNG1I', 'width': 4096}]",ChIJt6CKlO_bfkcRM4TLwHykpUc,"{'compound_code': '9VWJ+4M Padua, Province of Padua, Italy', 'global_code': '8FQH9VWJ+4M'}",4.8,ChIJt6CKlO_bfkcRM4TLwHykpUc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",133.0,"Via Alessandro Manzoni, 27, Padova",,
